c,precision averaged over 10 runs
0.1 , 0.013000000000000001
0.2 , 0.015
0.30000000000000004 , 0.013000000000000001
0.4 , 0.022
0.5 , 0.019000000000000003
0.6 , 0.022000000000000002
0.7 , 0.018000000000000002
0.7999999999999999 , 0.012
0.8999999999999999 , 0.012
0.9999999999999999 , 0.015000000000000003
