c,precision averaged over 10 runs
0.1 , 0.06470588235294118
0.2 , 0.09411764705882353
0.30000000000000004 , 0.029411764705882353
0.4 , 0.058823529411764705
0.5 , 0.058823529411764705
0.6 , 0.041176470588235294
0.7 , 0.052941176470588235
0.7999999999999999 , 0.03529411764705882
0.8999999999999999 , 0.03529411764705882
0.9999999999999999 , 0.07058823529411765
